Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Cover Art
25341376,Darth Vader and Son,Jeffrey Brown,"Brown, Jeffrey",,"=""""","=""""",5,4.11,Chronicle Books LLC,Kindle Edition,64,2015,2012,,2016/10/11,,,read,"<strong>A very sweet book</strong><br/><br/>Brings out the sweet side of Vader. You'll end up playing ""Oh there's R2D2!"" Looking forward to reading the book about Leia.",,,1,0,
31538647,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.20,Pottermore Limited,Kindle Edition,85,2016,2016,2016/09/15,2016/09/14,,,read,,,,1,0,
11062773,India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,"Guha, Ramachandra",,"=""""","=""""",0,4.39,,Kindle Edition,870,,2007,,2016/03/28,to-read,to-read (#28),to-read,,,,0,0,
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",5,4.00,William Morrow,Hardcover,268,2006,2005,2016/03/29,2010/10/05,,,read,,,,1,0,
29058155,"Harry Potter and the Cursed Child (Harry Potter, #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling","=""""","=""""",5,3.52,Pottermore,Kindle Edition,320,2016,2016,2016/07/31,2016/07/31,,,read,,,,0,0,
7600589,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,"Levitt, Steven D.",,"=""""","=""""",4,3.99,HarperCollins e-books,Kindle Edition,288,2009,2009,2016/07/30,2016/07/30,,,read,,,,1,0,
2548866,"James Potter and the Hall of Elders' Crossing (James Potter, #1)",G. Norman Lippert,"Lippert, G. Norman",,"=""""","=""""",0,3.76,G. Norman Lippert,ebook,391,2007,2007,,2015/07/09,to-read,to-read (#27),to-read,,,,0,0,
284369,Computers and Intractability: A Guide to the Theory of NP-Completeness,Michael R. Garey,"Garey, Michael R.",David S. Johnson,"=""0716710455""","=""9780716710455""",0,4.14,W. H. Freeman,Paperback,340,1979,1979,,2014/03/06,to-read,to-read (#26),to-read,,,,0,0,
78983,"Kane & Abel (Kane & Abel, #1)",Jeffrey Archer,"Archer, Jeffrey",,"=""0312995059""","=""9780312995058""",4,4.32,St. Martin's Paperbacks,Paperback,592,2004,1971,,2013/10/22,,,read,,,,1,0,
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",3,4.41,Bantam,Paperback,969,2002,1998,2013/10/22,2013/10/01,,,read,,,,1,0,
6882,Papillon,Henri Charrière,"Charrière, Henri",,"=""0061120669""","=""9780061120664""",0,4.22,William Morrow Paperbacks,Paperback,544,2006,1969,,2013/08/28,to-read,to-read (#25),to-read,,,,0,0,
29059,Choke,Chuck Palahniuk,"Palahniuk, Chuck",Matteo Colombo,"=""0385720920""","=""9780385720922""",0,3.70,Anchor Books,Paperback,293,2002,2001,,2013/09/04,to-read,to-read (#24),to-read,,,,0,0,
7913305,"The Immortals of Meluha (Shiva Trilogy, #1)",Amish Tripathi,"Tripathi, Amish",,"=""""","=""""",1,4.12,Westland ,Paperback,436,2010,2010,,2013/08/28,,,read,"There is little character development. Many plots make you have an odd sense of deja-vu of another book, movie, or TV show, but delivered here hopelessly. The writing style is very bland. This book gives the impression that the author had in mind that movie execs will come a-knockin' as soon as he wraps up this ""Bollywood-tailored"" trilogy.",,,1,0,
15196,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,"Spiegelman, Art",,"=""0394541553""","=""9780394541556""",4,4.36,Pantheon Books,Hardcover,159,1991,1986,2013/08/28,2012/10/18,,,read,,,,1,0,
7069,The World According to Garp,John Irving,"Irving, John",,"=""0345915593""","=""9780345915597""",4,4.10,Ballantine Books,Hardcover,610,1999,1978,,2013/04/15,,,read,"A crazy roller-coaster of a read, does not let you put the book away and sit down!",,,1,0,
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",4,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2012/09/27,,,read,,,,1,0,
33917,The Namesake,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618485228""","=""9780618485222""",4,4.00,Mariner Books,Paperback,291,2004,2003,,2013/08/28,,,read,,,,1,0,
87346,The Cherry Orchard,Anton Chekhov,"Chekhov, Anton",Tom    Murphy,"=""0413774031""","=""9780413774033""",0,3.68,Bloomsbury Methuen Drama,Paperback,96,2004,1903,,2013/08/12,to-read,to-read (#22),to-read,,,,0,0,
92250,Millennium Approaches (Angels in America #1),Tony Kushner,"Kushner, Tony",,"=""1559360615""","=""9781559360616""",0,4.25,Theatre Communications Group,Paperback,119,1993,1992,,2013/08/12,to-read,to-read (#21),to-read,,,,0,0,
14940,Who's Afraid of Virginia Woolf?,Edward Albee,"Albee, Edward",,"=""0451218590""","=""9780451218599""",5,4.06,NAL,Paperback,272,2006,1962,2013/08/12,2013/08/12,,,read,The games people play!,,,1,0,
991197,The Complete Persepolis,Marjane Satrapi,"Satrapi, Marjane","Mattias Ripa, Blake Ferris, Anjali Singh","=""0375714839""","=""9780375714832""",5,4.38,Pantheon Books,Paperback,341,2007,2003,,2013/02/12,,,read,,,,1,0,
96358,Batman: The Killing Joke,Alan Moore,"Moore, Alan","Brian Bolland, Tim Sale","=""0930289455""","=""9780930289454""",4,4.37,DC Comics,Paperback,50,1995,1988,,2013/01/15,,,read,,,,1,0,
472331,Watchmen,Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",3,4.37,DC Comics,Paperback,416,2005,1987,2012/10/18,2012/09/27,,,read,,,,1,0,
12384322,Narcopolis,Jeet Thayil,"Thayil, Jeet",,"=""0571275761""","=""9780571275762""",0,3.42,Faber & Faber,Paperback,292,2012,2012,,2012/10/18,to-read,to-read (#20),to-read,,,,0,0,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4,3.81,Back Bay Books,Paperback,277,2001,1951,,2010/10/05,,,read,,,,1,0,
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",2,3.98,Alfred A. Knopf,Hardcover,241,2006,2006,,2012/09/27,,,read,,,,1,0,
4980,Breakfast of Champions,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334206""","=""9780385334204""",0,4.07,Dell Publishing,Paperback,303,1999,1973,,2012/09/27,to-read,to-read (#19),to-read,,,,0,0,
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"Kiyosaki, Robert T.",Sharon L. Lechter,"=""0751532711""","=""9780751532715""",3,4.11,Time Warner Books UK,Paperback,195,2007,1997,,2012/09/27,,,read,,,,1,0,
227463,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",Κώστας Γαλανόπουλος,"=""""","=""""",4,4.00,W. W. Norton & Company,Paperback,192,1986,1962,,2011/09/18,,,read,"If you understand it, you'll love it.",,,1,0,
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska","=""0618346252""","=""9780618346257""",4,4.38,Houghton Mifflin Harcourt,Paperback,398,2003,1954,2012/09/27,2010/10/05,,,read,,,,1,0,
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles","Joe L. Wheeler, John Leech","=""1561797464""","=""9781561797462""",4,4.07,Bethany House Publishers ,Paperback,104,1999,1843,,2012/09/27,,,read,,,,1,0,
22034,"The Godfather (The Godfather, #1)",Mario Puzo,"Puzo, Mario","Robert Thompson, Peter Bart","=""""","=""""",4,4.37,NAL,Paperback,448,2002,1969,,2011/09/18,,,read,,,,1,0,
2265,It's Not about the Bike: My Journey Back to Life,Lance Armstrong,"Armstrong, Lance",Sally Jenkins,"=""0425179613""","=""9780425179611""",0,3.70,Berkley Publishing Group,Paperback,294,2001,1999,,2012/06/17,to-read,to-read (#18),to-read,,,,0,0,
12576334,Religion for Atheists: A Non-Believer's Guide to the Uses of Religion ,Alain de Botton,"Botton, Alain de",,"=""0241144779""","=""9780241144770""",0,3.65,Hamish Hamilton,Hardcover,320,2012,2011,,2012/05/29,to-read,to-read (#17),to-read,,,,0,0,
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""""","=""""",4,4.16,Knopf,Hardcover,480,2008,2005,,2012/02/08,,,read,,,,1,0,
960,"Angels & Demons (Robert Langdon, #1)",Dan Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",3,3.93,Pocket Books,Mass Market Paperback,736,2006,2000,,2012/02/08,,,read,,,,1,0,
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",0,4.28,Penguin Classics,Paperback,1276,2003,1844,,2010/10/05,to-read,to-read (#16),to-read,,,,0,0,
23533,Snapshots From Hell: The Making Of An MBA,Peter M. Robinson,"Robinson, Peter M.",,"=""1857880781""","=""9781857880786""",0,3.72,Nicholas Brealey,Paperback,296,2005,1994,,2012/01/02,to-read,to-read (#15),to-read,,,,0,0,
285092,High Fidelity,Nick Hornby,"Hornby, Nick",,"=""1573225517""","=""9781573225519""",0,3.92,Riverhead Books,Paperback,340,1996,1995,,2011/10/09,to-read,to-read (#14),to-read,,,,0,0,
5470,1984,George Orwell,"Orwell, George","Thomas Pynchon, Erich Fromm, Irving Howe, Martha C. Nussbaum, George Packer, Raymond Williams, Bernard Crick, Homi K. Bhabha, Golo Mann, عبد الكريم ناصيف, Nils Holmberg, Regina Silveira, Amazing Améziane, Marcelo Pen","=""""","=""""",4,4.19,New American Library,Mass Market Paperback,328,1950,1949,,2010/10/05,,,read,"One of the scariest books I've read, and it's not even a horror novel!",,,1,0,
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333846""","=""9780385333849""",4,4.09,Dial Press,Paperback,275,1999,1969,,2010/10/05,,,read,"A strange and funny science-fiction book. Sometimes dark, it consists of war, time-travel and more.",,,1,0,
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""""","=""""",3,3.89,Anchor,Paperback,489,2006,2003,,2010/10/05,,,read,,,,1,0,
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Charles E. Wilbour, Lee Fahnestock, Isabel Florence Hapgood","=""""","=""""",0,4.19,Penguin,Mass Market Paperback,1463,1987,1862,,2010/10/05,to-read,to-read (#13),to-read,,,,0,0,
14050,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""0965818675""","=""9780965818674""",0,3.99,MacAdam/Cage,Paperback,537,2003,2004,,2010/10/05,to-read,to-read (#10),to-read,,,,0,0,
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,"Schlosser, Eric",,"=""0060838582""","=""9780060838584""",0,3.75,Harper Perennial,Paperback,399,2005,2001,,2010/10/05,to-read,to-read (#9),to-read,,,,0,0,
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316346624""","=""9780316346627""",0,3.99,Time Warner Book Group,Paperback,301,2002,2000,,2010/10/05,to-read,to-read (#8),to-read,,,,0,0,
168642,In Cold Blood,Truman Capote,"Capote, Truman",,"=""0679745580""","=""9780679745587""",0,4.08,Vintage,Paperback,343,1994,1965,,2010/10/05,to-read,to-read (#7),to-read,,,,0,0,
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler","=""""","=""""",0,4.18,Bantam,Mass Market Paperback,283,1993,1947,,2010/10/05,to-read,to-read (#6),to-read,,,,0,0,
19691,"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,"Clancy, Tom",,"=""0425172902""","=""9780425172902""",0,4.09,Berkley Trade,Paperback,432,1999,1984,,2010/10/05,to-read,to-read (#5),to-read,,,,0,0,
480479,Under the Tuscan Sun,Frances Mayes,"Mayes, Frances",,"=""0767900383""","=""9780767900386""",0,3.77,Broadway Books,Paperback,304,1997,1996,,2010/10/05,to-read,to-read (#4),to-read,,,,0,0,
18490,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,"=""0141439475""","=""9780141439471""",0,3.84,Penguin,Paperback,273,2003,1818,,2010/10/05,to-read,to-read (#3),to-read,,,,0,0,
23807,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",0,4.23,Arrow Books,Paperback,421,2002,1988,,2010/10/05,to-read,to-read (#2),to-read,,,,0,0,
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.69,Penguin Books ,Paperback,182,1999,1954,,2010/10/05,to-read,to-read (#1),to-read,,,,0,0,
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",2,3.90,HarperCollins,Paperback,197,1993,1988,,2010/10/05,,,read,,,,1,0,
