Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Cover Art
17349203,"Fortunately, the Milk",Neil Gaiman,"Gaiman, Neil",Skottie Young,"=""0062224077""","=""9780062224071""",4,4.05,HarperCollins,Hardcover,113,2013,2013,,2022/01/11,,,read,"In essence, this is a children's book but it was a delightful read for me as well. It took just about an hour to finish. It's a story about a father turning a regular grocery trip to get milk into a fantastical story told to his two children. The adventures were a lot of fun to read, and there's classic British sci-fi/fantasy humour, similar to Douglas Adams's books. I will definitely read it again for some light hearted fun.",,,1,0,
32998876,101 Essays That Will Change the Way You Think,Brianna Wiest,"Wiest, Brianna",,"=""""","=""""",0,3.85,Thought Catalog Books,Kindle Edition,334,2016,2016,,2022/01/09,to-read,to-read (#444),to-read,,,,0,0,
9850375,"Right Ho, Jeeves (Jeeves, #6)",P.G. Wodehouse,"Wodehouse, P.G.",,"=""0393339785""","=""9780393339789""",5,4.29,W. W. Norton & Company,Paperback,257,2011,1934,,2022/01/08,,,read,,,,1,0,
608474,"The Sign of Four (Sherlock Holmes, #2)",Arthur Conan Doyle,"Doyle, Arthur Conan",Peter Ackroyd,"=""0140439072""","=""9780140439076""",2,3.91,Penguin Books,Paperback,129,2001,1890,,2022/01/05,,,read,,,,1,0,
53330118,"Chatter: The Voice in Our Head, Why It Matters, and How to Harness It",Ethan Kross,"Kross, Ethan",,"=""0525575235""","=""9780525575238""",0,3.99,Crown Publishing Group,Hardcover,272,2021,2021,,2022/01/03,to-read,to-read (#443),to-read,,,,0,0,
48997582,Midnight's Machines: A Political History of Technology in India,Arun Mohan Sukumar,"Sukumar, Arun Mohan",,"=""067009109X""","=""9780670091096""",0,3.70,Penguin Viking,Hardcover,272,2019,,,2022/01/03,to-read,to-read (#442),to-read,,,,0,0,
35063276,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.35,Allen Lane,Kindle Edition,814,2016,2016,,2022/01/03,to-read,to-read (#441),to-read,,,,0,0,
54968118,"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race",Walter Isaacson,"Isaacson, Walter",,"=""1982115858""","=""9781982115852""",0,4.31,Simon  Schuster,Hardcover,536,2021,2021,,2022/01/03,to-read,to-read (#440),to-read,,,,0,0,
35502775,The Egg and Other Stories,Andy Weir,"Weir, Andy","Jonathan Davis, Christy Romano, R.C. Bray","=""""","=""""",0,4.01,Audible Studios,Audiobook,,2017,,,2022/01/02,to-read,to-read (#439),to-read,,,,0,0,
6667514,The Checklist Manifesto: How to Get Things Right,Atul Gawande,"Gawande, Atul",,"=""0805091742""","=""9780805091748""",0,4.03,Metropolitan Books,Hardcover,208,2009,2009,,2022/01/01,to-read,to-read (#438),to-read,,,,0,0,
46015758,If It Bleeds,Stephen King,"King, Stephen",,"=""""","=""""",4,4.01,Scribner ,Kindle Edition,447,2020,2020,2021/12/30,2021/12/25,,,read,,,,1,0,
43190851,The Hundred-Page Machine Learning Book,Andriy Burkov,"Burkov, Andriy",,"=""""","=""""",0,4.29,Andriy Burkov,Paperback,159,2019,,,2021/12/30,to-read,to-read (#437),to-read,,,,0,0,
35125,Alien,Alan Dean Foster,"Foster, Alan Dean",,"=""2290011150""","=""9782290011157""",0,4.09,Grand Central Publishing,Paperback,270,1979,1979,,2021/12/29,to-read,to-read (#436),to-read,,,,0,0,
31920777,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,Nick Bilton,"Bilton, Nick",,"=""1591848148""","=""9781591848141""",0,4.39,Portfolio,Hardcover,328,2017,2017,,2021/12/29,to-read,to-read (#435),to-read,,,,0,0,
8302893,The Vertical Farm: Feeding the World in the 21st Century,Dickson D. Despommier,"Despommier, Dickson D.",,"=""0312611390""","=""9780312611392""",0,3.66,Thomas Dunne Books,Hardcover,320,2010,2010,,2021/12/29,to-read,to-read (#434),to-read,,,,0,0,
24724602,Flash Boys: A Wall Street Revolt,Michael   Lewis,"Lewis, Michael",,"=""0393351599""","=""9780393351590""",0,4.14,W. W. Norton  Company,Paperback,304,2015,2014,,2021/12/29,to-read,to-read (#433),to-read,,,,0,0,
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",0,3.77,Alfred A. Knopf,Hardcover,303,2021,2021,,2021/12/29,to-read,to-read (#432),to-read,,,,0,0,
102439,Rainbows End,Vernor Vinge,"Vinge, Vernor",,"=""0812536363""","=""9780812536362""",0,3.77,Tor Science Fiction,Paperback,381,2007,2006,,2021/12/29,to-read,to-read (#431),to-read,,,,0,0,
6092335,Himalayan Blunder: The Angry Truth About India's Most Crushing Military Disaster,J.P. Dalvi,"Dalvi, J.P.",Frank Moraes,"=""8185019665""","=""9788185019666""",0,4.29,Natraj Publishers,Hardcover,506,2003,1969,,2021/12/29,to-read,to-read (#430),to-read,,,,0,0,
57423646,Immune: a Journey into the Mysterious System that Keeps You Alive,Philipp Dettmer,"Dettmer, Philipp",,"=""0593241312""","=""9780593241318""",0,4.61,Random House,Hardcover,368,2021,2021,,2021/12/22,to-read,to-read (#429),to-read,,,,0,0,
27823767,"Good Cop, Bad War",Neil Woods,"Woods, Neil",,"=""1785032690""","=""9781785032691""",0,4.34,Ebury Press,Paperback,320,2016,2016,,2021/12/21,to-read,to-read (#428),to-read,,,,0,0,
37761234,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,"Pirsig, Robert M.",,"=""""","=""""",0,3.77,HarperCollins e-books,Kindle Edition,404,2009,1974,,2021/12/20,to-read,to-read (#427),to-read,,,,0,0,
39832183,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"Shaffer, Mary Ann",Annie Barrows,"=""1984801813""","=""9781984801814""",0,4.18,Dial Press,Paperback,291,2018,2008,,2021/12/20,to-read,to-read (#426),to-read,,,,0,0,
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0525512179""","=""9780525512172""",0,4.17,Random House,Hardcover,372,2018,2018,,2021/12/20,to-read,to-read (#425),to-read,,,,0,0,
15734967,ಮೂಕಜ್ಜಿಯ ಕನಸುಗಳು [Mookajjiya Kanasugalu],Kota Shivarama Karanth,"Karanth, Kota Shivarama",,"=""""","=""9788172850623""",0,4.23,sapna book house,Hardcover,272,,1968,,2021/12/20,to-read,to-read (#424),to-read,,,,0,0,
36442813,The Order of Time,Carlo Rovelli,"Rovelli, Carlo",,"=""073521610X""","=""9780735216105""",0,4.12,Riverhead Books,Hardcover,240,2018,2017,,2021/12/16,to-read,to-read (#423),to-read,,,,0,0,
39339934,Notes on Nationalism,George Orwell,"Orwell, George",,"=""0241339561""","=""9780241339565""",4,4.03,Penguin Classics,Paperback,52,2018,2012,,2021/12/16,,,read,,,,1,0,
53329469,Speculative Los Angeles,Denise Hamilton,"Hamilton, Denise","Aimee Bender, Lisa Morton, Alex Espinoza, Ben H. Winters, Lynell George, Stephen Blackmoore, Francesca Lia Block, Charles Yu, Duane Swierczynski, Luis J. Rodríguez, A.G. Lombardo, Kathleen Kaufman, S. Qiouyi Lu","=""1617758647""","=""9781617758645""",0,3.78,Akashic Books,Hardcover,298,2021,2021,,2021/10/13,to-read,to-read (#422),to-read,,,,0,0,
767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,"Shirer, William L.",,"=""0671728687""","=""9780671728687""",0,4.18,Simon & Schuster,Mass Market Paperback,1614,1990,1960,,2012/02/08,to-read,to-read (#421),to-read,,,,0,0,
25734172,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo","Simon Carnell, Erica Segre","=""0399184414""","=""9780399184413""",3,3.98,Riverhead Books,Hardcover,81,2016,2014,,2021/12/16,,,read,,,,1,0,
11612989,The Dictator's Handbook: Why Bad Behavior is Almost Always Good Politics,Bruce Bueno de Mesquita,"Mesquita, Bruce Bueno de",Alastair      Smith,"=""161039044X""","=""9781610390446""",0,4.28,PublicAffairs,Hardcover,321,2011,2011,,2021/12/14,to-read,to-read (#420),to-read,,,,0,0,
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,"Bryson, Bill",,"=""0307279464""","=""9780307279460""",0,4.06,Anchor Books,Mass Market Paperback,397,2006,1998,,2021/12/13,to-read,to-read (#419),to-read,,,,0,0,
41580260,The Fifth Science,Exurb1a,"Exurb1a, Exurb1a",,"=""""","=""""",0,4.44,,Kindle Edition,250,2018,,,2021/12/12,to-read,to-read (#418),to-read,,,,0,0,
43582376,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,"=""0385539304""","=""9780385539302""",5,4.31,Doubleday Books,Hardcover,450,2019,2019,,2019/11/15,,,read,"A splendid book! Never a dull moment that would make you lose interest, this book is full of facts, surprises and wonders about the body. With a good amount of history thrown in, it makes for a very enjoyable journey through the intricate mechanism that is the human body.",,,1,0,
11192642,Go the Fuck to Sleep,Adam Mansbach,"Mansbach, Adam",Ricardo Cortés,"=""1617750255""","=""9781617750250""",5,4.27,Akashic Books,Hardcover,64,2011,2011,,2021/12/06,,,read,,,,1,0,
7841558,How to Teach Quantum Physics to Your Dog,Chad Orzel,"Orzel, Chad",,"=""1416572295""","=""9781416572299""",0,3.89,Scribner,Paperback,256,2010,2009,,2021/11/29,to-read,to-read (#417),to-read,,,,0,0,
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",4,4.33,Riverhead Books,Paperback,371,2004,2003,,2010/10/05,,,read,,,,1,0,
79422,"Kimono Dragons (Y: The Last Man, #8)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, Goran Sudžuka, José Marzán Jr.","=""1401210104""","=""9781401210106""",4,4.21,Vertigo,Paperback,144,2006,2006,,2021/11/19,,,read,,,,1,0,
79426,"Paper Dolls (Y: The Last Man, #7)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, Goran Sudžuka, José Marzán Jr.","=""1401210090""","=""9781401210090""",4,4.22,Vertigo,Paperback,144,2006,2006,,2021/11/19,,,read,,,,1,0,
43726558,Joseph Conrad's Heart of Darkness,Peter Kuper,"Kuper, Peter","Maya Jasanoff, Joseph Conrad","=""0393635643""","=""9780393635645""",4,3.49,W. W. Norton  Company,Hardcover,160,2019,2019,,2021/11/16,,,read,,,,1,0,
41913,The Children of Men,P.D. James,"James, P.D.",,"=""0307279901""","=""9780307279903""",4,3.68,Vintage,Paperback,241,2006,1992,,2021/11/10,,,read,,,,1,0,
34541849,Baghdad Burning,Toufic El Rassi,"Rassi, Toufic El",,"=""0867198664""","=""9780867198669""",5,4.11,Last Gasp,Paperback,136,2019,,,2021/11/09,,,read,,,,1,0,
52275335,How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need,Bill  Gates,"Gates, Bill",,"=""0241448301""","=""9780241448304""",0,4.15,Allen Lane,Hardcover,272,2021,2021,,2021/11/09,to-read,to-read (#416),to-read,,,,0,0,
53458056,Monsters,Barry Windsor-Smith,"Windsor-Smith, Barry",,"=""1683964152""","=""9781683964155""",4,4.17,Fantagraphics,Hardcover,380,2021,2021,2021/10/22,2021/10/13,,,read,,,,1,0,
6091075,"So Long, and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,4.09,Del Rey,Kindle Edition,225,2008,1984,,2021/10/13,,,read,,,,1,0,
8694,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",3,4.18,Del Rey,Paperback,224,2005,1982,,2021/10/10,,,read,,,,1,0,
40537336,Death Wins a Goldfish: Reflections from a Grim Reaper's Yearlong Sabbatical,Brian Rea,"Rea, Brian",,"=""1452172552""","=""9781452172552""",4,4.06,Chronicle Books,Hardcover,168,2019,2019,,2021/10/09,,,read,,,,1,0,
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Jashar Awan,"=""""","=""""",4,4.32,Alfred A. Knopf,Hardcover,477,2013,2013,,2021/02/17,,,read,,,,1,0,
56278076,"Muhammad Ali, Kinshasa 1974",Abbas,"Abbas, Abbas","Jean-David Morvan, Rafael Ortiz","=""1787736202""","=""9781787736207""",4,3.75,Titan Comics,Hardcover,136,2021,,,2021/09/20,,,read,,,,1,0,
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",0,4.16,Crown Publishing Group (NY),Hardcover,336,2019,2019,,2019/12/30,to-read,to-read (#207),to-read,,,,0,0,
29496453,The Book of Joy: Lasting Happiness in a Changing World,Dalai Lama XIV,"XIV, Dalai Lama","Desmond Tutu, Douglas Carlton Abrams","=""0399185046""","=""9780399185045""",4,4.37,Avery,Hardcover,354,2016,2016,2021/09/13,2021/09/13,,,read,,,,1,0,
23365270,The Day of the Locust,Nathanael West,"West, Nathanael",,"=""0811224619""","=""9780811224611""",0,3.73,New Directions,Paperback,244,2015,1939,,2019/07/14,did-not-finish,did-not-finish (#6),did-not-finish,,,,0,0,
52880778,"Red Rising (Red Rising, #1)",Pierce Brown,"Brown, Pierce",,"=""034553980X""","=""9780345539809""",0,4.25,Del Rey,Paperback,400,2014,2014,,2019/07/15,did-not-finish,did-not-finish (#5),did-not-finish,,,,0,0,
18214414,"The Silkworm (Cormoran Strike, #2)",Robert Galbraith,"Galbraith, Robert",,"=""0316206873""","=""9780316206877""",3,4.04,Mulholland Books,Hardcover,464,2014,2014,,2019/07/15,,,read,,,,1,0,
236765,I Don't Want to Talk About It: Overcoming the Secret Legacy of Male Depression,Terrence Real,"Real, Terrence",,"=""0684835398""","=""9780684835396""",0,4.29,Scribner,Paperback,384,1998,1997,,2021/08/25,to-read,to-read (#415),to-read,,,,0,0,
33163360,Pashmina,Nidhi Chanani,"Chanani, Nidhi",,"=""1626720878""","=""9781626720879""",3,3.76,First Second,Paperback,176,2017,2017,,2021/08/25,,,read,,,,1,0,
50618289,The Bad Muslim Discount,Syed M. Masood,"Masood, Syed M.",,"=""0385545258""","=""9780385545259""",4,4.15,Doubleday Books,Hardcover,368,2021,2021,2021/08/24,2021/08/24,,,read,,,,1,0,
4070095,Asterios Polyp,David Mazzucchelli,"Mazzucchelli, David",,"=""0307377326""","=""9780307377326""",0,4.20,Pantheon,Hardcover,344,2009,2009,,2021/08/22,to-read,to-read (#414),to-read,,,,0,0,
18831067,"Egghead: Or, You Can't Survive on Ideas Alone",Bo Burnham,"Burnham, Bo",,"=""""","=""""",5,4.06,Grand Central Publishing,Kindle Edition,240,2013,2013,2021/08/18,2021/04/28,,,read,"<strong>Weird and funny</strong><br/><br/>I am a fan of Bo's stand-ups, and now of his writing. His poems are so weird and absurdly hilarious and absurdly sad, you ""get it"" a few seconds after you have read one, and then you go, ""Ah! OK, that is something!"" You then read it again to get that feeling sooner and love it more. It is terribly difficult to explain what this book is. It is a book of poems and drawings that you just have to read.",,,1,0,
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",0,4.03,Vintage Books,Paperback,296,2000,1987,,2021/08/17,to-read,to-read (#413),to-read,,,,0,0,
112803,Gandhi: An Autobiography,Mahatma Gandhi,"Gandhi, Mahatma",Mahadev Desai,"=""0807059099""","=""9780807059098""",4,4.09,Beacon Press,Paperback,528,1993,1927,,2020/02/23,,,read,,,,1,0,
33574273,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""1250153271""","=""9781250153272""",0,3.99,Square Fish,Paperback,218,2017,1962,,2021/06/02,did-not-finish,did-not-finish (#4),did-not-finish,,,,0,0,
9549746,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,"=""0307477479""","=""9780307477477""",0,3.68,Anchor Books,Paperback,341,2011,2010,,2019/07/14,did-not-finish,did-not-finish (#2),did-not-finish,,,,0,0,
956280,The Corrections,Jonathan Franzen,"Franzen, Jonathan",,"=""""","=""""",0,3.82,Fourth Estate - Harper Collins,Paperback,653,2007,2001,,2019/07/15,did-not-finish,did-not-finish (#3),did-not-finish,,,,0,0,
816552,Shantaram,Gregory David Roberts,"Roberts, Gregory David",,"=""0349117543""","=""9780349117546""",0,4.26,Abacus,Paperback,933,2005,2003,,2019/07/15,did-not-finish,did-not-finish (#1),did-not-finish,,,,0,0,
22756871,All Involved,Ryan Gattis,"Gattis, Ryan",,"=""0062378791""","=""9780062378798""",3,4.00,Ecco,Hardcover,384,2015,2015,,2021/08/07,,,read,,,,1,0,
43615778,Your House Will Pay,Steph Cha,"Cha, Steph",,"=""0062868853""","=""9780062868855""",0,4.11,Ecco,Hardcover,304,2019,2019,,2021/08/06,to-read,to-read (#412),to-read,,,,0,0,
56966644,We Are Here: Visionaries of Color Transforming the Art World,Jasmin Hernandez,"Hernandez, Jasmin","Swizz Beatz, Sunny Leerasanthanah, Jasmine Durhal","=""""","=""""",3,4.68,,Kindle Edition,,2021,,2021/08/05,2021/08/05,,,read,,,,1,0,
7190,"Les Trois Mousquetaires | The Three Musketeers (The D'Artagnan Romances, #1)",Alexandre Dumas,"Dumas, Alexandre","Richard Pevear, Philip Bates, William Barrow, August Zoller, Marisa Zini, Moshe Ukle, Pierre Toutain-Dorbec, John      Lee, Jacques Georges Clemenc Le Clercq, Natalie Montoto, S.M. Sheley, Daniel Rasmusson, Louis Jourdan, Walter Covell, Michael Page, Brett Helquist, Michael York, Sylvie Thorel-Cailleteau, Milo Winter, Bill Homewood, Arthur Paul John Charles James Gore Sudley, S.N. Rizvi, Giorgio Manganelli, William Robson, Isabel Ely Lord, Александр Дюма","=""""","=""""",0,4.08,Modern Library,Paperback,625,2001,1844,,2021/08/03,to-read,to-read (#411),to-read,,,,0,0,
22460748,"So, Anyway...",John Cleese,"Cleese, John",,"=""""","=""""",0,3.70,Crown Archetype,Kindle Edition,400,2014,2014,,2021/08/03,to-read,to-read (#410),to-read,,,,0,0,
30254110,Battlefield Earth,L. Ron Hubbard,"Hubbard, L. Ron",Frank Frazetta,"=""""","=""""",0,3.54,Galaxy Press,Kindle Edition,1094,2016,1982,,2021/08/03,to-read,to-read (#409),to-read,,,,0,0,
33832831,We Are Never Meeting in Real Life.,Samantha Irby,"Irby, Samantha",,"=""""","=""""",0,3.91,Vintage,Kindle Edition,272,2017,2017,,2021/08/03,to-read,to-read (#408),to-read,,,,0,0,
56259428,Republic of Caste: Thinking Equality in the Time of Neoliberal Hindutva,Anand Teltumbde,"Teltumbde, Anand",Sunil Khilnani,"=""""","=""""",0,4.44,,Kindle Edition,,2020,,,2021/08/03,to-read,to-read (#407),to-read,,,,0,0,
36523196,Fantastic Beasts and Where to Find Them,Newt Scamander,"Scamander, Newt","J.K. Rowling, Olivia Lomenech Gill","=""""","=""""",0,3.97,Pottermore from J.K. Rowling,Kindle Edition,160,2018,2001,,2021/05/11,to-read,to-read (#406),to-read,,,,0,0,
54906250,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""""","=""""",0,4.52,Ballantine Books,Kindle Edition,481,2021,2021,,2021/03/03,to-read,to-read (#405),to-read,,,,0,0,
43305406,Early Indians: The Story of Our Ancestors and Where We Came From,Tony Joseph,"Joseph, Tony",,"=""938622898X""","=""9789386228987""",0,4.35,Juggernaut Publication,Hardcover,256,2018,2018,,2021/08/02,to-read,to-read (#404),to-read,,,,0,0,
53052177,"Cynical Theories: How Activist Scholarship Made Everything about Race, Gender, and Identity—and Why This Harms Everybody",Helen Pluckrose,"Pluckrose, Helen",James A. Lindsay,"=""1634312023""","=""9781634312028""",0,4.15,Pitchstone Publishing,Hardcover,348,2020,2020,,2021/07/28,to-read,to-read (#403),to-read,,,,0,0,
16165639,How to Tell If Your Cat Is Plotting to Kill You,Matthew Inman,"Inman, Matthew",,"=""""","=""""",5,3.91,Andrews McMeel Publishing LLC,Kindle Edition,136,2012,2012,2021/07/27,2021/07/27,,,read,,,,1,0,
12567891,Marathon,Boaz Yakin,"Yakin, Boaz",Joe Infurnari,"=""1596436808""","=""9781596436800""",4,3.41,First Second,Paperback,187,2012,2012,,2021/07/27,,,read,"Thoroughly enjoyed this graphic novel. It depicts the story of Eucles, the runner who ran the 42 km from Marathon to Athens to warn them of the Persian invasion.<br/><br/>The story by Yakin was utterly gripping and fast-paced, supported by the thrilling artwork of Infurnari. Though some of the character art left me confused because of the similarity in looks and emotions, the story and the energetic artwork left me wowing at the end.",,,1,0,
28446465,Ooru Keri - I,Siddalingaiah Devaiah,"Devaiah, Siddalingaiah",,"=""""","=""""",0,3.70,Ankitha Publishers,Paperback,118,,,,2021/07/22,to-read,to-read (#402),to-read,,,,0,0,
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",5,4.37,Beacon Press,Paperback,165,2006,1946,2021/07/22,2021/07/22,,,read,,,,1,0,
28954126,"Ghost (Track, #1)",Jason  Reynolds,"Reynolds, Jason",,"=""1481450158""","=""9781481450157""",5,4.22,Atheneum/Caitlyn Dlouhy Books,Hardcover,181,2016,2016,,2021/07/16,,,read,,,,1,0,
3853,Heat and Dust,Ruth Prawer Jhabvala,"Jhabvala, Ruth Prawer",,"=""1582430152""","=""9781582430157""",0,3.55,Counterpoint,Paperback,190,1999,1975,,2021/07/13,to-read,to-read (#401),to-read,,,,0,0,
1885,Pride and Prejudice,Jane Austen,"Austen, Jane","Vivien Jones, Anna Quindlen, Charles Edmund Brock","=""""","=""""",5,4.28,Modern Library,Paperback,279,2000,1813,,2019/07/15,,,read,,,,1,0,
2187,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0312422156""","=""9780312422158""",4,4.02,Picador USA,Paperback,529,2003,2002,2021/06/19,2020/04/23,,,read,"What an epic! Middlesex spans three generations and does justice to all of them. At the center is Cal (Calliope), an intersex person who narrates the lives of her immigrant grandparents, her American parents and her own. The complexities of a family in an ever changing landscape is beautifully brought forth by Eugenides in simple, humorous and moving prose, to which you will remain glued through the course of your reading.",,,1,0,
25135194,Prisoners of Geography: Ten Maps That Tell You Everything You Need to Know About Global Politics,Tim  Marshall,"Marshall, Tim",,"=""1783961414""","=""9781783961412""",0,4.20,Elliott & Thompson,Hardcover,256,2015,2015,,2021/06/16,to-read,to-read (#400),to-read,,,,0,0,
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",4,3.88,Penguin,Paperback,331,1995,1955,,2019/07/08,,,read,"How can such a horrifying novel be so well-written? Nabokov writes Humbert's perverse thoughts and actions in beautiful, unforgettable prose without any use of vulgarity. The subject matter made me put the book away many times, but the writing brought my back. The unreliability of the narrator, either because of a possible mental illness or his propensity to exaggerate and twist the truth to his liking makes for a surprising, all-is-not-well ending. I will definitely read this book again.",true,,1,0,
44279111,Why Are We Yelling?: The Art of Productive Disagreement,Buster Benson,"Benson, Buster",,"=""0525540105""","=""9780525540106""",0,3.64,Portfolio,Hardcover,288,2019,2019,,2021/06/12,to-read,to-read (#399),to-read,,,,0,0,
8695,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,4.21,Del Rey,Paperback,250,2005,1980,,2021/06/11,,,read,,,,1,0,
28143103,Runaway Planet: How Global Warming is Already Changing the Earth (Kindle Single),The Washington Post,"Post, The Washington",,"=""""","=""""",4,3.82,Diversion Books,Kindle Edition,44,2015,,2021/06/08,2021/06/08,,,read,,,,1,0,
38357895,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""""","=""""",3,3.72,Portobello Books,Paperback,163,2018,2016,2021/06/08,2021/06/07,,,read,,,,1,0,
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",0,4.37,Harper Business,Hardcover,274,2016,2016,,2021/06/07,to-read,to-read (#398),to-read,,,,0,0,
52672113,Will My Cat Eat My Eyeballs? And other Questions about Dead Bodies,Caitlin Doughty,"Doughty, Caitlin",Dianné Ruz,"=""0393358496""","=""9780393358490""",5,4.12,W. W. Norton  Company,Paperback,232,2020,2019,,2021/04/29,,,read,,,,1,0,
14891,A Tree Grows in Brooklyn,Betty  Smith,"Smith, Betty",,"=""0061120073""","=""9780061120077""",0,4.28,HarperCollins Publishers,Paperback,496,2006,1943,,2021/06/02,to-read,to-read (#397),to-read,,,,0,0,
52892857,The Color Purple,Alice Walker,"Walker, Alice",,"=""0143135694""","=""9780143135692""",0,4.25,Penguin Books,Paperback,304,2019,1982,,2021/06/02,to-read,to-read (#396),to-read,,,,0,0,
43641,Water for Elephants,Sara Gruen,"Gruen, Sara",,"=""1565125606""","=""9781565125605""",0,4.10,Algonquin Books,Paperback,368,2007,2006,,2021/06/02,to-read,to-read (#395),to-read,,,,0,0,
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",0,3.93,"Little, Brown",Hardcover,771,2013,2013,,2021/06/02,to-read,to-read (#394),to-read,,,,0,0,
18290401,Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered,Austin Kleon,"Kleon, Austin",,"=""076117897X""","=""9780761178972""",0,4.11,Workman Publishing Company,Paperback,215,2014,2014,,2021/05/31,to-read,to-read (#393),to-read,,,,0,0,
386162,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,4.22,Del Rey,Paperback,193,2007,1979,2021/05/28,2021/05/28,,,read,,,,2,0,
45064996,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""""","=""""",0,4.25,Spectra,Kindle Edition,483,2011,1989,,2021/05/29,to-read,to-read (#392),to-read,,,,0,0,
44686297,Duckett & Dyer: Dicks For Hire,G.M. Nair,"Nair, G.M.",,"=""""","=""""",0,3.90,dSdF,Kindle Edition,300,2019,2019,,2021/05/29,to-read,to-read (#391),to-read,,,,0,0,
4708,The Beautiful and Damned,F. Scott Fitzgerald,"Fitzgerald, F. Scott","Fernanda Pivano, Kermit Vanderbilt, Monty, Magnolia Books","=""0743451503""","=""9780743451505""",0,3.74,Simon & Schuster,Paperback,422,2002,1922,,2021/05/29,to-read,to-read (#390),to-read,,,,0,0,
747746,The Curious Case of Benjamin Button,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Calef Brown,"=""1416556052""","=""9781416556053""",0,3.57,Scribner,Paperback,64,2007,1922,,2021/05/29,to-read,to-read (#389),to-read,,,,0,0,
46165,This Side of Paradise,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0684843781""","=""9780684843780""",0,3.65,Scribner,Paperback,275,1998,1920,,2021/05/29,to-read,to-read (#388),to-read,,,,0,0,
1803982,On the Decay of the Art of Lying,Mark Twain,"Twain, Mark",,"=""1557090742""","=""9781557090744""",0,3.99,Applewood Books,Hardcover,32,2008,1882,,2021/05/29,to-read,to-read (#387),to-read,,,,0,0,
162898,A Connecticut Yankee in King Arthur's Court,Mark Twain,"Twain, Mark",,"=""""","=""""",0,3.77,Simon & Schuster,Paperback,480,2007,1889,,2021/05/29,to-read,to-read (#386),to-read,,,,0,0,
55083123,Just Ignore Him,Alan Davies,"Davies, Alan",,"=""1408713314""","=""9781408713310""",4,4.38,"Little, Brown",Hardcover,288,2020,2020,2021/05/27,2021/05/24,,,read,,,,1,0,
